rank,entry,origin,package,n_lines,stdin,want_rc,heap_kb,stack_kb
693,S12-class/self-inheritance,roast__S12-class/self-inheritance,roast,17,0,0,,
694,S12-class/stubs,roast__S12-class/stubs,roast,60,0,0,,
695,S12-class/type-object,roast__S12-class/type-object,roast,16,0,0,,
696,S12-coercion/coercion-methods,roast__S12-coercion/coercion-methods,roast,110,0,0,,
697,S12-coercion/coercion-return,roast__S12-coercion/coercion-return,roast,125,0,0,,
698,S12-coercion/coercion-types,roast__S12-coercion/coercion-types,roast,198,0,0,,
699,S12-coercion/parameterized,roast__S12-coercion/parameterized,roast,65,0,0,,
700,S12-construction/BUILD,roast__S12-construction/BUILD,roast,182,0,0,,
701,S12-construction/TWEAK,roast__S12-construction/TWEAK,roast,43,0,0,,
702,S12-construction/autopairs,roast__S12-construction/autopairs,roast,19,0,0,,
703,S12-construction/construction,roast__S12-construction/construction,roast,150,0,0,,
704,S12-construction/destruction,roast__S12-construction/destruction,roast,83,0,0,,
705,S12-construction/named-params-in-BUILD,roast__S12-construction/named-params-in-BUILD,roast,46,0,0,,
706,S12-construction/new,roast__S12-construction/new,roast,155,0,0,,
707,S12-construction/roles-6e,roast__S12-construction/roles-6e,roast,146,0,0,,
708,S12-enums/anonymous,roast__S12-enums/anonymous,roast,29,0,0,,
709,S12-enums/as-role,roast__S12-enums/as-role,roast,37,0,0,,
710,S12-enums/basic,roast__S12-enums/basic,roast,270,0,0,,
711,S12-enums/misc,roast__S12-enums/misc,roast,147,0,0,,
712,S12-enums/non-int,roast__S12-enums/non-int,roast,25,0,0,,
713,S12-enums/pseudo-functional,roast__S12-enums/pseudo-functional,roast,32,0,0,,
714,S12-enums/thorough,roast__S12-enums/thorough,roast,141,0,0,,
715,S12-introspection/WHAT,roast__S12-introspection/WHAT,roast,98,0,0,,
716,S12-introspection/attributes,roast__S12-introspection/attributes,roast,136,0,0,,
717,S12-introspection/can,roast__S12-introspection/can,roast,118,0,0,,
718,S12-introspection/definite,roast__S12-introspection/definite,roast,34,0,0,,
719,S12-introspection/meta-class,roast__S12-introspection/meta-class,roast,83,0,0,,
720,S12-introspection/methods,roast__S12-introspection/methods,roast,170,0,0,,
721,S12-introspection/parents,roast__S12-introspection/parents,roast,122,0,0,,
722,S12-introspection/roles,roast__S12-introspection/roles,roast,63,0,0,,
723,S12-introspection/walk,roast__S12-introspection/walk,roast,233,0,0,,
724,S12-meta/classhow,roast__S12-meta/classhow,roast,74,0,0,,
725,S12-meta/exporthow,roast__S12-meta/exporthow,roast,84,0,0,,
726,S12-meta/grammarhow,roast__S12-meta/grammarhow,roast,29,0,0,,
727,S12-meta/primitives,roast__S12-meta/primitives,roast,109,0,0,,
728,S12-methods/accessors,roast__S12-methods/accessors,roast,83,0,0,,
729,S12-methods/attribute-params,roast__S12-methods/attribute-params,roast,89,0,0,,
730,S12-methods/calling_sets,roast__S12-methods/calling_sets,roast,160,0,0,,
731,S12-methods/calling_syntax,roast__S12-methods/calling_syntax,roast,50,0,0,,
732,S12-methods/chaining,roast__S12-methods/chaining,roast,73,0,0,,
733,S12-methods/class-and-instance,roast__S12-methods/class-and-instance,roast,55,0,0,,
734,S12-methods/default-trait,roast__S12-methods/default-trait,roast,34,0,0,,
735,S12-methods/defer-call,roast__S12-methods/defer-call,roast,139,0,0,,
736,S12-methods/defer-next,roast__S12-methods/defer-next,roast,167,0,0,,
737,S12-methods/delegation,roast__S12-methods/delegation,roast,59,0,0,,
738,S12-methods/fallback,roast__S12-methods/fallback,roast,81,0,0,,
739,S12-methods/how,roast__S12-methods/how,roast,16,0,0,,
740,S12-methods/indirect_notation,roast__S12-methods/indirect_notation,roast,138,0,0,,
741,S12-methods/instance,roast__S12-methods/instance,roast,245,0,0,,
742,S12-methods/lastcall,roast__S12-methods/lastcall,roast,52,0,0,,
743,S12-methods/lvalue,roast__S12-methods/lvalue,roast,45,0,0,,
744,S12-methods/method-vs-sub,roast__S12-methods/method-vs-sub,roast,37,0,0,,
745,S12-methods/multi,roast__S12-methods/multi,roast,207,0,0,,
746,S12-methods/parallel-dispatch,roast__S12-methods/parallel-dispatch,roast,132,0,0,,
747,S12-methods/private,roast__S12-methods/private,roast,122,0,0,,
748,S12-methods/qualified,roast__S12-methods/qualified,roast,269,0,0,,
749,S12-methods/submethods,roast__S12-methods/submethods,roast,129,0,0,,
750,S12-methods/syntax,roast__S12-methods/syntax,roast,63,0,0,,
751,S12-methods/topic,roast__S12-methods/topic,roast,25,0,0,,
752,S12-methods/trusts,roast__S12-methods/trusts,roast,31,0,0,,
753,S12-methods/typed-attributes,roast__S12-methods/typed-attributes,roast,39,0,0,,
754,S12-methods/what,roast__S12-methods/what,roast,117,0,0,,
755,S12-subset/multi-dispatch,roast__S12-subset/multi-dispatch,roast,37,0,0,,
756,S12-subset/subtypes,roast__S12-subset/subtypes,roast,727,0,0,,
757,S12-subset/type-subset,roast__S12-subset/type-subset,roast,153,0,0,,
758,S12-traits/basic,roast__S12-traits/basic,roast,45,0,0,,
759,S12-traits/parameterized,roast__S12-traits/parameterized,roast,32,0,0,,
760,S12-traits/precomp,roast__S12-traits/precomp,roast,10,0,0,,
761,S13-overloading/fallbacks-deep,roast__S13-overloading/fallbacks-deep,roast,22,0,0,,
762,S13-overloading/metaoperators,roast__S13-overloading/metaoperators,roast,67,0,0,,
763,S13-overloading/multiple-signatures,roast__S13-overloading/multiple-signatures,roast,31,0,0,,
764,S13-overloading/operators,roast__S13-overloading/operators,roast,59,0,0,,
765,S13-overloading/typecasting-long,roast__S13-overloading/typecasting-long,roast,158,0,0,,
766,S13-syntax/aliasing,roast__S13-syntax/aliasing,roast,41,0,0,,
767,S13-type-casting/methods,roast__S13-type-casting/methods,roast,50,0,0,,
768,S14-roles/anonymous,roast__S14-roles/anonymous,roast,40,0,0,,
769,S14-roles/attributes-6e,roast__S14-roles/attributes-6e,roast,39,0,0,,
770,S14-roles/basic,roast__S14-roles/basic,roast,214,0,0,,
771,S14-roles/bool,roast__S14-roles/bool,roast,17,0,0,,
772,S14-roles/composition,roast__S14-roles/composition,roast,250,0,0,,
773,S14-roles/conflicts,roast__S14-roles/conflicts,roast,56,0,0,,
774,S14-roles/crony,roast__S14-roles/crony,roast,34,0,0,,
775,S14-roles/generic-subtyping,roast__S14-roles/generic-subtyping,roast,22,0,0,,
776,S14-roles/instantiation,roast__S14-roles/instantiation,roast,84,0,0,,
777,S14-roles/lexical,roast__S14-roles/lexical,roast,46,0,0,,
778,S14-roles/mixin-6e,roast__S14-roles/mixin-6e,roast,165,0,0,,
779,S14-roles/namespaced,roast__S14-roles/namespaced,roast,42,0,0,,
780,S14-roles/parameter-subtyping,roast__S14-roles/parameter-subtyping,roast,56,0,0,,
781,S14-roles/parameterized-basic,roast__S14-roles/parameterized-basic,roast,234,0,0,,
782,S14-roles/parameterized-mixin,roast__S14-roles/parameterized-mixin,roast,115,0,0,,
783,S14-roles/parameterized-type,roast__S14-roles/parameterized-type,roast,133,0,0,,
784,S14-roles/rw,roast__S14-roles/rw,roast,74,0,0,,
785,S14-roles/stubs,roast__S14-roles/stubs,roast,79,0,0,,
786,S14-roles/submethods-6e,roast__S14-roles/submethods-6e,roast,91,0,0,,
787,S14-roles/typecheck,roast__S14-roles/typecheck,roast,37,0,0,,
788,S14-roles/versioning,roast__S14-roles/versioning,roast,158,0,0,,
789,S14-traits/attributes,roast__S14-traits/attributes,roast,48,0,0,,
790,S14-traits/package,roast__S14-traits/package,roast,28,0,0,,
791,S14-traits/routines,roast__S14-traits/routines,roast,128,0,0,,
792,S14-traits/variables,roast__S14-traits/variables,roast,37,0,0,,
793,S15-literals/identifiers,roast__S15-literals/identifiers,roast,40,0,0,,
794,S15-literals/numbers,roast__S15-literals/numbers,roast,102,0,0,,
795,S15-nfg/GraphemeBreakTest-0,roast__S15-nfg/GraphemeBreakTest-0,roast,2022,0,0,,
796,S15-nfg/GraphemeBreakTest-1,roast__S15-nfg/GraphemeBreakTest-1,roast,1937,0,0,,
797,S15-nfg/GraphemeBreakTest-2,roast__S15-nfg/GraphemeBreakTest-2,roast,1945,0,0,,
798,S15-nfg/GraphemeBreakTest-3,roast__S15-nfg/GraphemeBreakTest-3,roast,1635,0,0,,
799,S15-nfg/case-change,roast__S15-nfg/case-change,roast,111,0,0,,
800,S15-nfg/cgj,roast__S15-nfg/cgj,roast,42,0,0,,
801,S15-nfg/concat-stable,roast__S15-nfg/concat-stable,roast,121,0,0,,
802,S15-nfg/concatenation,roast__S15-nfg/concatenation,roast,39,0,0,,
803,S15-nfg/crlf-encoding,roast__S15-nfg/crlf-encoding,roast,32,0,0,,
804,S15-nfg/emoji-test,roast__S15-nfg/emoji-test,roast,7653,0,0,,
805,S15-nfg/from-buf,roast__S15-nfg/from-buf,roast,39,0,0,,
806,S15-nfg/from-file,roast__S15-nfg/from-file,roast,47,0,0,,
807,S15-nfg/grapheme-break,roast__S15-nfg/grapheme-break,roast,7,0,0,,
808,S15-nfg/long-uni,roast__S15-nfg/long-uni,roast,19,0,0,,
809,S15-nfg/many-combiners,roast__S15-nfg/many-combiners,roast,13,0,0,,
810,S15-nfg/many-threads,roast__S15-nfg/many-threads,roast,15,0,0,,
811,S15-nfg/mass-equality,roast__S15-nfg/mass-equality,roast,512,0,0,,
812,S15-nfg/mass-roundtrip-nfc,roast__S15-nfg/mass-roundtrip-nfc,roast,510,0,0,,
813,S15-nfg/mass-roundtrip-nfd,roast__S15-nfg/mass-roundtrip-nfd,roast,98,0,0,,
814,S15-nfg/mass-roundtrip-nfkc,roast__S15-nfg/mass-roundtrip-nfkc,roast,110,0,0,,
815,S15-nfg/mass-roundtrip-nfkd,roast__S15-nfg/mass-roundtrip-nfkd,roast,110,0,0,,
816,S15-nfg/regex,roast__S15-nfg/regex,roast,33,0,0,,
817,S15-normalization/nfc-0,roast__S15-normalization/nfc-0,roast,2008,0,0,,
818,S15-normalization/nfc-1,roast__S15-normalization/nfc-1,roast,2008,0,0,,
819,S15-normalization/nfc-10,roast__S15-normalization/nfc-10,roast,42,0,0,,
820,S15-normalization/nfc-2,roast__S15-normalization/nfc-2,roast,2008,0,0,,
821,S15-normalization/nfc-3,roast__S15-normalization/nfc-3,roast,2008,0,0,,
822,S15-normalization/nfc-4,roast__S15-normalization/nfc-4,roast,2008,0,0,,
823,S15-normalization/nfc-5,roast__S15-normalization/nfc-5,roast,2008,0,0,,
824,S15-normalization/nfc-6,roast__S15-normalization/nfc-6,roast,2008,0,0,,
825,S15-normalization/nfc-7,roast__S15-normalization/nfc-7,roast,2008,0,0,,
826,S15-normalization/nfc-8,roast__S15-normalization/nfc-8,roast,2008,0,0,,
827,S15-normalization/nfc-9,roast__S15-normalization/nfc-9,roast,2008,0,0,,
828,S15-normalization/nfc-concat,roast__S15-normalization/nfc-concat,roast,5895,0,0,,
829,S15-normalization/nfc-sanity,roast__S15-normalization/nfc-sanity,roast,508,0,0,,
830,S15-normalization/nfd-0,roast__S15-normalization/nfd-0,roast,2008,0,0,,
831,S15-normalization/nfd-1,roast__S15-normalization/nfd-1,roast,2008,0,0,,
832,S15-normalization/nfd-10,roast__S15-normalization/nfd-10,roast,42,0,0,,
833,S15-normalization/nfd-2,roast__S15-normalization/nfd-2,roast,2008,0,0,,
834,S15-normalization/nfd-3,roast__S15-normalization/nfd-3,roast,2008,0,0,,
835,S15-normalization/nfd-4,roast__S15-normalization/nfd-4,roast,2008,0,0,,
836,S15-normalization/nfd-5,roast__S15-normalization/nfd-5,roast,2008,0,0,,
837,S15-normalization/nfd-6,roast__S15-normalization/nfd-6,roast,2008,0,0,,
838,S15-normalization/nfd-7,roast__S15-normalization/nfd-7,roast,2008,0,0,,
839,S15-normalization/nfd-8,roast__S15-normalization/nfd-8,roast,2008,0,0,,
840,S15-normalization/nfd-9,roast__S15-normalization/nfd-9,roast,2008,0,0,,
841,S15-normalization/nfd-sanity,roast__S15-normalization/nfd-sanity,roast,508,0,0,,
842,S15-normalization/nfkc-0,roast__S15-normalization/nfkc-0,roast,2008,0,0,,
843,S15-normalization/nfkc-1,roast__S15-normalization/nfkc-1,roast,2008,0,0,,
844,S15-normalization/nfkc-10,roast__S15-normalization/nfkc-10,roast,42,0,0,,
845,S15-normalization/nfkc-2,roast__S15-normalization/nfkc-2,roast,2008,0,0,,
846,S15-normalization/nfkc-3,roast__S15-normalization/nfkc-3,roast,2008,0,0,,
847,S15-normalization/nfkc-4,roast__S15-normalization/nfkc-4,roast,2008,0,0,,
848,S15-normalization/nfkc-5,roast__S15-normalization/nfkc-5,roast,2008,0,0,,
849,S15-normalization/nfkc-6,roast__S15-normalization/nfkc-6,roast,2008,0,0,,
850,S15-normalization/nfkc-7,roast__S15-normalization/nfkc-7,roast,2008,0,0,,
851,S15-normalization/nfkc-8,roast__S15-normalization/nfkc-8,roast,2008,0,0,,
852,S15-normalization/nfkc-9,roast__S15-normalization/nfkc-9,roast,2008,0,0,,
853,S15-normalization/nfkc-sanity,roast__S15-normalization/nfkc-sanity,roast,508,0,0,,
854,S15-normalization/nfkd-0,roast__S15-normalization/nfkd-0,roast,2008,0,0,,
855,S15-normalization/nfkd-1,roast__S15-normalization/nfkd-1,roast,2008,0,0,,
856,S15-normalization/nfkd-10,roast__S15-normalization/nfkd-10,roast,42,0,0,,
857,S15-normalization/nfkd-2,roast__S15-normalization/nfkd-2,roast,2008,0,0,,
858,S15-normalization/nfkd-3,roast__S15-normalization/nfkd-3,roast,2008,0,0,,
859,S15-normalization/nfkd-4,roast__S15-normalization/nfkd-4,roast,2008,0,0,,
860,S15-normalization/nfkd-5,roast__S15-normalization/nfkd-5,roast,2008,0,0,,
861,S15-normalization/nfkd-6,roast__S15-normalization/nfkd-6,roast,2008,0,0,,
862,S15-normalization/nfkd-7,roast__S15-normalization/nfkd-7,roast,2008,0,0,,
863,S15-normalization/nfkd-8,roast__S15-normalization/nfkd-8,roast,2008,0,0,,
864,S15-normalization/nfkd-9,roast__S15-normalization/nfkd-9,roast,2008,0,0,,
865,S15-normalization/nfkd-sanity,roast__S15-normalization/nfkd-sanity,roast,508,0,0,,
866,S15-string-types/NF-types,roast__S15-string-types/NF-types,roast,41,0,0,,
867,S15-string-types/NFK-types,roast__S15-string-types/NFK-types,roast,41,0,0,,
868,S15-string-types/Str,roast__S15-string-types/Str,roast,13,0,0,,
869,S15-string-types/Uni,roast__S15-string-types/Uni,roast,33,0,0,,
870,S15-unicode-information/unimatch-general,roast__S15-unicode-information/unimatch-general,roast,244,0,0,,
871,S15-unicode-information/uniname,roast__S15-unicode-information/uniname,roast,133,0,0,,
872,S15-unicode-information/uniprop,roast__S15-unicode-information/uniprop,roast,359,0,0,,
873,S15-unicode-information/unival,roast__S15-unicode-information/unival,roast,61,0,0,,
874,S16-filehandles/argfiles,roast__S16-filehandles/argfiles,roast,117,0,0,,
875,S16-filehandles/chmod,roast__S16-filehandles/chmod,roast,93,0,0,,
876,S16-filehandles/filestat,roast__S16-filehandles/filestat,roast,85,0,0,,
877,S16-filehandles/filetest,roast__S16-filehandles/filetest,roast,227,0,0,,
878,S16-filehandles/io,roast__S16-filehandles/io,roast,356,0,0,,
879,S16-filehandles/io_in_for_loops,roast__S16-filehandles/io_in_for_loops,roast,117,0,0,,
880,S16-filehandles/io_in_while_loops,roast__S16-filehandles/io_in_while_loops,roast,64,0,0,,
881,S16-filehandles/misc,roast__S16-filehandles/misc,roast,23,0,0,,
882,S16-filehandles/mkdir_rmdir,roast__S16-filehandles/mkdir_rmdir,roast,30,0,0,,
883,S16-filehandles/mode,roast__S16-filehandles/mode,roast,50,0,0,,
884,S16-filehandles/open,roast__S16-filehandles/open,roast,58,0,0,,
885,S16-filehandles/unlink,roast__S16-filehandles/unlink,roast,22,0,0,,
886,S16-io/bare-say,roast__S16-io/bare-say,roast,44,0,0,,
887,S16-io/basic-open,roast__S16-io/basic-open,roast,68,0,0,,
888,S16-io/bom,roast__S16-io/bom,roast,63,0,0,,
889,S16-io/comb,roast__S16-io/comb,roast,150,0,0,,
890,S16-io/cwd,roast__S16-io/cwd,roast,12,0,0,,
891,S16-io/eof,roast__S16-io/eof,roast,100,0,0,,
892,S16-io/getc,roast__S16-io/getc,roast,40,0,0,,
893,S16-io/handles-between-threads,roast__S16-io/handles-between-threads,roast,43,0,0,,
894,S16-io/home,roast__S16-io/home,roast,57,0,0,,
895,S16-io/lines,roast__S16-io/lines,roast,166,0,0,,
896,S16-io/newline,roast__S16-io/newline,roast,21,0,0,,
897,S16-io/note,roast__S16-io/note,roast,34,0,0,,
898,S16-io/print,roast__S16-io/print,roast,132,0,0,,
899,S16-io/prompt,roast__S16-io/prompt,roast,56,0,0,,
900,S16-io/put,roast__S16-io/put,roast,33,0,0,,
901,S16-io/readchars,roast__S16-io/readchars,roast,35,0,0,,
902,S16-io/say-and-ref,roast__S16-io/say-and-ref,roast,28,0,0,,
903,S16-io/say,roast__S16-io/say,roast,34,0,0,,
904,S16-io/split,roast__S16-io/split,roast,95,0,0,,
905,S16-io/supply,roast__S16-io/supply,roast,41,0,0,,
906,S16-io/tmpdir,roast__S16-io/tmpdir,roast,27,0,0,,
907,S16-io/watch,roast__S16-io/watch,roast,56,0,0,,
908,S16-io/words,roast__S16-io/words,roast,198,0,0,,
909,S16-unfiled/getpeername,roast__S16-unfiled/getpeername,roast,19,0,0,,
910,S16-unfiled/rebindstdhandles,roast__S16-unfiled/rebindstdhandles,roast,37,0,0,,
911,S17-channel/basic,roast__S17-channel/basic,roast,121,0,0,,
912,S17-channel/stress,roast__S17-channel/stress,roast,54,0,0,,
913,S17-channel/subscription-drain-in-react,roast__S17-channel/subscription-drain-in-react,roast,17,0,0,,
914,S17-lowlevel/atomic-ops,roast__S17-lowlevel/atomic-ops,roast,91,0,0,,
915,S17-lowlevel/atomic,roast__S17-lowlevel/atomic,roast,120,0,0,,
916,S17-lowlevel/cas-int,roast__S17-lowlevel/cas-int,roast,100,0,0,,
917,S17-lowlevel/cas-loop-int,roast__S17-lowlevel/cas-loop-int,roast,27,0,0,,
918,S17-lowlevel/cas-loop,roast__S17-lowlevel/cas-loop,roast,47,0,0,,
919,S17-lowlevel/cas,roast__S17-lowlevel/cas,roast,125,0,0,,
920,S17-lowlevel/lock,roast__S17-lowlevel/lock,roast,208,0,0,,
921,S17-lowlevel/semaphore,roast__S17-lowlevel/semaphore,roast,41,0,0,,
922,S17-lowlevel/thread-start-join-stress,roast__S17-lowlevel/thread-start-join-stress,roast,9,0,0,,
923,S17-lowlevel/thread,roast__S17-lowlevel/thread,roast,134,0,0,,
924,S17-procasync/basic,roast__S17-procasync/basic,roast,211,0,0,,
925,S17-procasync/bind-handles,roast__S17-procasync/bind-handles,roast,142,0,0,,
926,S17-procasync/encoding,roast__S17-procasync/encoding,roast,84,0,0,,
927,S17-procasync/kill,roast__S17-procasync/kill,roast,73,0,0,,
928,S17-procasync/many-processes-no-close-stdin,roast__S17-procasync/many-processes-no-close-stdin,roast,21,0,0,,
929,S17-procasync/no-runaway-file-limit,roast__S17-procasync/no-runaway-file-limit,roast,21,0,0,,
930,S17-procasync/nonexistent,roast__S17-procasync/nonexistent,roast,24,0,0,,
931,S17-procasync/print,roast__S17-procasync/print,roast,61,0,0,,
932,S17-procasync/stress,roast__S17-procasync/stress,roast,117,0,0,,
933,S17-procasync/windows-arg-quoting,roast__S17-procasync/windows-arg-quoting,roast,58,0,0,,
934,S17-promise/allof,roast__S17-promise/allof,roast,61,0,0,,
935,S17-promise/anyof,roast__S17-promise/anyof,roast,41,0,0,,
936,S17-promise/at,roast__S17-promise/at,roast,32,0,0,,
937,S17-promise/basic,roast__S17-promise/basic,roast,150,0,0,,
938,S17-promise/in,roast__S17-promise/in,roast,31,0,0,,
939,S17-promise/lock-async-stress,roast__S17-promise/lock-async-stress,roast,21,0,0,,
940,S17-promise/lock-async-stress2,roast__S17-promise/lock-async-stress2,roast,21,0,0,,
941,S17-promise/lock-async,roast__S17-promise/lock-async,roast,67,0,0,,
942,S17-promise/nonblocking-await,roast__S17-promise/nonblocking-await,roast,295,0,0,,
943,S17-promise/single-assignment,roast__S17-promise/single-assignment,roast,52,0,0,,
944,S17-promise/start,roast__S17-promise/start,roast,314,0,0,,
945,S17-promise/stress,roast__S17-promise/stress,roast,14,0,0,,
946,S17-promise/then,roast__S17-promise/then,roast,181,0,0,,
947,S17-scheduler/at,roast__S17-scheduler/at,roast,145,0,0,,
948,S17-scheduler/basic,roast__S17-scheduler/basic,roast,154,0,0,,
949,S17-scheduler/every,roast__S17-scheduler/every,roast,136,0,0,,
950,S17-scheduler/in,roast__S17-scheduler/in,roast,145,0,0,,
951,S17-scheduler/times,roast__S17-scheduler/times,roast,29,0,0,,
952,S17-supply/Channel,roast__S17-supply/Channel,roast,52,0,0,,
953,S17-supply/Promise,roast__S17-supply/Promise,roast,30,0,0,,
954,S17-supply/Seq,roast__S17-supply/Seq,roast,19,0,0,,
955,S17-supply/act,roast__S17-supply/act,roast,29,0,0,,
956,S17-supply/basic,roast__S17-supply/basic,roast,165,0,0,,
957,S17-supply/batch,roast__S17-supply/batch,roast,63,0,0,,
958,S17-supply/categorize,roast__S17-supply/categorize,roast,70,0,0,,
959,S17-supply/classify,roast__S17-supply/classify,roast,39,0,0,,
960,S17-supply/collate,roast__S17-supply/collate,roast,23,0,0,,
961,S17-supply/comb,roast__S17-supply/comb,roast,80,0,0,,
962,S17-supply/construction-recursion,roast__S17-supply/construction-recursion,roast,56,0,0,,
963,S17-supply/decode,roast__S17-supply/decode,roast,43,0,0,,
964,S17-supply/delayed,roast__S17-supply/delayed,roast,53,0,0,,
965,S17-supply/do,roast__S17-supply/do,roast,20,0,0,,
966,S17-supply/elems,roast__S17-supply/elems,roast,32,0,0,,
967,S17-supply/encode,roast__S17-supply/encode,roast,40,0,0,,
968,S17-supply/first,roast__S17-supply/first,roast,33,0,0,,
969,S17-supply/flat,roast__S17-supply/flat,roast,38,0,0,,
970,S17-supply/from-list,roast__S17-supply/from-list,roast,30,0,0,,
971,S17-supply/grab,roast__S17-supply/grab,roast,16,0,0,,
972,S17-supply/grep,roast__S17-supply/grep,roast,30,0,0,,
973,S17-supply/head,roast__S17-supply/head,roast,61,0,0,,
974,S17-supply/interval,roast__S17-supply/interval,roast,75,0,0,,
975,S17-supply/lines,roast__S17-supply/lines,roast,93,0,0,,
976,S17-supply/list,roast__S17-supply/list,roast,21,0,0,,
977,S17-supply/map,roast__S17-supply/map,roast,23,0,0,,
978,S17-supply/max,roast__S17-supply/max,roast,23,0,0,,
979,S17-supply/merge,roast__S17-supply/merge,roast,43,0,0,,
980,S17-supply/migrate,roast__S17-supply/migrate,roast,45,0,0,,
981,S17-supply/min,roast__S17-supply/min,roast,23,0,0,,
982,S17-supply/minmax,roast__S17-supply/minmax,roast,25,0,0,,
983,S17-supply/on-demand,roast__S17-supply/on-demand,roast,21,0,0,,
984,S17-supply/produce,roast__S17-supply/produce,roast,40,0,0,,
985,S17-supply/reduce,roast__S17-supply/reduce,roast,38,0,0,,
986,S17-supply/repeated,roast__S17-supply/repeated,roast,41,0,0,,
987,S17-supply/return-in-tap,roast__S17-supply/return-in-tap,roast,35,0,0,,
988,S17-supply/reverse,roast__S17-supply/reverse,roast,15,0,0,,
989,S17-supply/rotate,roast__S17-supply/rotate,roast,19,0,0,,
990,S17-supply/rotor,roast__S17-supply/rotor,roast,65,0,0,,
991,S17-supply/schedule-on,roast__S17-supply/schedule-on,roast,31,0,0,,
992,S17-supply/skip,roast__S17-supply/skip,roast,18,0,0,,
993,S17-supply/snip,roast__S17-supply/snip,roast,26,0,0,,
994,S17-supply/sort,roast__S17-supply/sort,roast,20,0,0,,
995,S17-supply/split,roast__S17-supply/split,roast,63,0,0,,
996,S17-supply/squish,roast__S17-supply/squish,roast,41,0,0,,
997,S17-supply/stable,roast__S17-supply/stable,roast,40,0,0,,
998,S17-supply/start,roast__S17-supply/start,roast,50,0,0,,
999,S17-supply/supplier-preserving,roast__S17-supply/supplier-preserving,roast,37,0,0,,
1000,S17-supply/syntax-nonblocking-await,roast__S17-supply/syntax-nonblocking-await,roast,75,0,0,,
1001,S17-supply/syntax,roast__S17-supply/syntax,roast,795,0,0,,
1002,S17-supply/tail,roast__S17-supply/tail,roast,21,0,0,,
1003,S17-supply/throttle,roast__S17-supply/throttle,roast,115,0,0,,
1004,S17-supply/unique,roast__S17-supply/unique,roast,107,0,0,,
1005,S17-supply/wait,roast__S17-supply/wait,roast,41,0,0,,
1006,S17-supply/watch-path,roast__S17-supply/watch-path,roast,217,0,0,,
1007,S17-supply/words,roast__S17-supply/words,roast,33,0,0,,
1008,S17-supply/zip-latest,roast__S17-supply/zip-latest,roast,112,0,0,,
1009,S17-supply/zip,roast__S17-supply/zip,roast,69,0,0,,
1010,S19-command-line-options/01-dash-uppercase-i,roast__S19-command-line-options/01-dash-uppercase-i,roast,95,0,0,,
1011,S19-command-line-options/02-dash-n,roast__S19-command-line-options/02-dash-n,roast,88,0,0,,
1012,S19-command-line-options/03-dash-p,roast__S19-command-line-options/03-dash-p,roast,54,0,0,,
1013,S19-command-line-options/04-negation,roast__S19-command-line-options/04-negation,roast,36,0,0,,
1014,S19-command-line/arguments,roast__S19-command-line/arguments,roast,65,0,0,,
1015,S19-command-line/dash-e,roast__S19-command-line/dash-e,roast,41,0,0,,
1016,S19-command-line/help,roast__S19-command-line/help,roast,16,0,0,,
1017,S19-command-line/repl,roast__S19-command-line/repl,roast,16,0,0,,
1018,S22-package-format/local,roast__S22-package-format/local,roast,82,0,0,,
1019,S24-testing/0-compile,roast__S24-testing/0-compile,roast,10,0,0,,
1020,S24-testing/1-basic,roast__S24-testing/1-basic,roast,156,0,0,,
1021,S24-testing/10-is-approx,roast__S24-testing/10-is-approx,roast,128,0,0,,
1022,S24-testing/11-plan-skip-all-subtests,roast__S24-testing/11-plan-skip-all-subtests,roast,36,0,0,,
1023,S24-testing/11-plan-skip-all,roast__S24-testing/11-plan-skip-all,roast,7,0,0,,
1024,S24-testing/12-subtest-todo,roast__S24-testing/12-subtest-todo,roast,95,0,0,,
1025,S24-testing/13-cmp-ok,roast__S24-testing/13-cmp-ok,roast,18,0,0,,
1026,S24-testing/14-like-unlike,roast__S24-testing/14-like-unlike,roast,17,0,0,,
1027,S24-testing/15-done-testing,roast__S24-testing/15-done-testing,roast,57,0,0,,
1028,S24-testing/2-force_todo,roast__S24-testing/2-force_todo,roast,26,0,0,,
1029,S24-testing/3-output,roast__S24-testing/3-output,roast,85,0,0,,
1030,S24-testing/6-done_testing,roast__S24-testing/6-done_testing,roast,7,0,0,,
1031,S24-testing/7-bail_out,roast__S24-testing/7-bail_out,roast,22,0,0,,
1032,S24-testing/8-die_on_fail,roast__S24-testing/8-die_on_fail,roast,49,0,0,,
1033,S24-testing/9-is_deeply,roast__S24-testing/9-is_deeply,roast,47,0,0,,
1034,S24-testing/fails-like,roast__S24-testing/fails-like,roast,77,0,0,,
1035,S24-testing/line-numbers,roast__S24-testing/line-numbers,roast,63,0,0,,
1036,S26-documentation/01-delimited,roast__S26-documentation/01-delimited,roast,137,0,0,,
1037,S26-documentation/02-paragraph,roast__S26-documentation/02-paragraph,roast,127,0,0,,
1038,S26-documentation/03-abbreviated,roast__S26-documentation/03-abbreviated,roast,130,0,0,,
1039,S26-documentation/04-code,roast__S26-documentation/04-code,roast,166,0,0,,
1040,S26-documentation/04a-input-output,roast__S26-documentation/04a-input-output,roast,60,0,0,,
1041,S26-documentation/05-comment,roast__S26-documentation/05-comment,roast,48,0,0,,
1042,S26-documentation/06-lists,roast__S26-documentation/06-lists,roast,106,0,0,,
1043,S26-documentation/07-tables,roast__S26-documentation/07-tables,roast,138,0,0,,
