rank,entry,origin,package,n_lines,stdin,want_rc,heap_kb,stack_kb
1410,integration/advent2012-day15,roast__integration/advent2012-day15,roast,95,0,0,,
1411,integration/advent2012-day16,roast__integration/advent2012-day16,roast,30,0,0,,
1412,integration/advent2012-day19,roast__integration/advent2012-day19,roast,74,0,0,,
1413,integration/advent2012-day20,roast__integration/advent2012-day20,roast,76,0,0,,
1414,integration/advent2012-day21,roast__integration/advent2012-day21,roast,125,0,0,,
1415,integration/advent2012-day22,roast__integration/advent2012-day22,roast,49,0,0,,
1416,integration/advent2012-day24,roast__integration/advent2012-day24,roast,59,0,0,,
1417,integration/advent2013-day02,roast__integration/advent2013-day02,roast,41,0,0,,
1418,integration/advent2013-day04,roast__integration/advent2013-day04,roast,49,0,0,,
1419,integration/advent2013-day06,roast__integration/advent2013-day06,roast,58,0,0,,
1420,integration/advent2013-day07,roast__integration/advent2013-day07,roast,16,0,0,,
1421,integration/advent2013-day08,roast__integration/advent2013-day08,roast,69,0,0,,
1422,integration/advent2013-day09,roast__integration/advent2013-day09,roast,100,0,0,,
1423,integration/advent2013-day10,roast__integration/advent2013-day10,roast,171,0,0,,
1424,integration/advent2013-day12,roast__integration/advent2013-day12,roast,99,0,0,,
1425,integration/advent2013-day14,roast__integration/advent2013-day14,roast,216,0,0,,
1426,integration/advent2013-day15,roast__integration/advent2013-day15,roast,59,0,0,,
1427,integration/advent2013-day18,roast__integration/advent2013-day18,roast,99,0,0,,
1428,integration/advent2013-day19,roast__integration/advent2013-day19,roast,59,0,0,,
1429,integration/advent2013-day20,roast__integration/advent2013-day20,roast,65,0,0,,
1430,integration/advent2013-day21,roast__integration/advent2013-day21,roast,144,0,0,,
1431,integration/advent2013-day22,roast__integration/advent2013-day22,roast,26,0,0,,
1432,integration/advent2013-day23,roast__integration/advent2013-day23,roast,31,0,0,,
1433,integration/advent2014-day05,roast__integration/advent2014-day05,roast,60,0,0,,
1434,integration/advent2014-day13,roast__integration/advent2014-day13,roast,78,0,0,,
1435,integration/advent2014-day16,roast__integration/advent2014-day16,roast,108,0,0,,
1436,integration/code-blocks-as-sub-args,roast__integration/code-blocks-as-sub-args,roast,25,0,0,,
1437,integration/deep-recursion-initing-native-array,roast__integration/deep-recursion-initing-native-array,roast,26,0,0,,
1438,integration/diamond,roast__integration/diamond,roast,25,0,0,,
1439,integration/error-reporting,roast__integration/error-reporting,roast,264,0,0,,
1440,integration/eval-and-threads,roast__integration/eval-and-threads,roast,16,0,0,,
1441,integration/failure-and-callsame,roast__integration/failure-and-callsame,roast,37,0,0,,
1442,integration/gather-with-loops,roast__integration/gather-with-loops,roast,144,0,0,,
1443,integration/lazy-bentley-generator,roast__integration/lazy-bentley-generator,roast,28,0,0,,
1444,integration/lexical-array-in-inner-block,roast__integration/lexical-array-in-inner-block,roast,23,0,0,,
1445,integration/lexicals-and-attributes,roast__integration/lexicals-and-attributes,roast,35,0,0,,
1446,integration/man-or-boy,roast__integration/man-or-boy,roast,36,0,0,,
1447,integration/method-calls-and-instantiation,roast__integration/method-calls-and-instantiation,roast,34,0,0,,
1448,integration/no-indirect-new,roast__integration/no-indirect-new,roast,20,0,0,,
1449,integration/packages,roast__integration/packages,roast,28,0,0,,
1450,integration/pair-in-array,roast__integration/pair-in-array,roast,18,0,0,,
1451,integration/passing-pair-class-to-sub,roast__integration/passing-pair-class-to-sub,roast,28,0,0,,
1452,integration/precompiled,roast__integration/precompiled,roast,44,0,0,,
1453,integration/real-strings,roast__integration/real-strings,roast,88,0,0,,
1454,integration/role-composition-vs-attribute,roast__integration/role-composition-vs-attribute,roast,84,0,0,,
1455,integration/rule-in-class-Str,roast__integration/rule-in-class-Str,roast,49,0,0,,
1456,integration/say-crash,roast__integration/say-crash,roast,24,0,0,,
1457,integration/sequence,roast__integration/sequence,roast,13,0,0,,
1458,integration/substr-after-match-in-gather-in-for,roast__integration/substr-after-match-in-gather-in-for,roast,20,0,0,,
1459,integration/topic_in_double_loop,roast__integration/topic_in_double_loop,roast,15,0,0,,
1460,integration/variables-in-do,roast__integration/variables-in-do,roast,14,0,0,,
1461,integration/weird-errors,roast__integration/weird-errors,roast,293,0,0,,
1462,t/fudge,roast__t/fudge,roast,38,0,0,,
1463,t/fudgeandrun,roast__t/fudgeandrun,roast,117,0,0,,
1464,t/test-util/01-is-eqv,roast__t/test-util/01-is-eqv,roast,33,0,0,,
